dataset,apk,file_path,sha256,status,runtime_seconds,hardcoded_secrets_detected,network_issues_detected,cryptographic_issues_detected,report_path,error
DroidBench,PublicAPIField1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\AndroidSpecific\PublicAPIField1.apk,073579dacc20cb067a308e827bf48ccf9f08e9100130df239b74f7cd3f50cb83,completed,3.511,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\073579dacc20cb067a308e827bf48ccf9f08e9100130df239b74f7cd3f50cb83\reports\report_PublicAPIField1.json,
DroidBench,PublicAPIField2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\AndroidSpecific\PublicAPIField2.apk,27c24074ee54d184bfa0033d0824fa222e4e07b5d94c70a85f3c9ce971d35cc7,completed,3.584,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\27c24074ee54d184bfa0033d0824fa222e4e07b5d94c70a85f3c9ce971d35cc7\reports\report_PublicAPIField2.json,
DroidBench,ArrayAccess1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\ArrayAccess1.apk,000f6f4b8feb45b1ffe8f1654acce02c011b414ec500feb01bd86a79562a9d58,completed,4.799,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\000f6f4b8feb45b1ffe8f1654acce02c011b414ec500feb01bd86a79562a9d58\reports\report_ArrayAccess1.json,
DroidBench,ArrayAccess2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\ArrayAccess2.apk,3acad38a41874eb636b49cdf87d2e97af66cacc0c3b32f4f7eed9f0f5a58cc5f,completed,4.678,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3acad38a41874eb636b49cdf87d2e97af66cacc0c3b32f4f7eed9f0f5a58cc5f\reports\report_ArrayAccess2.json,
DroidBench,ArrayCopy1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\ArrayCopy1.apk,b28269603a921afed68b4f14b3d49c55e1a41044c967f6cba1fb1d077f308bf0,completed,3.477,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b28269603a921afed68b4f14b3d49c55e1a41044c967f6cba1fb1d077f308bf0\reports\report_ArrayCopy1.json,
DroidBench,ArrayToString1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\ArrayToString1.apk,6ac0b13e75de6236c23ce4f07d9f33dc10b5bbb127b5efaef863b57779b9fca4,completed,3.441,0,1,3,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6ac0b13e75de6236c23ce4f07d9f33dc10b5bbb127b5efaef863b57779b9fca4\reports\report_ArrayToString1.json,
DroidBench,HashMapAccess1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\HashMapAccess1.apk,3475c28bb8909f3035f6e12c0d4d42a60caa6cf0f95df116e537ed80e6ded64e,completed,4.989,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3475c28bb8909f3035f6e12c0d4d42a60caa6cf0f95df116e537ed80e6ded64e\reports\report_HashMapAccess1.json,
DroidBench,ListAccess1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\ListAccess1.apk,bc31af4cea497a895235ce731dd2c1a7f4e9791a840e490f087b370a87e2c80f,completed,4.797,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bc31af4cea497a895235ce731dd2c1a7f4e9791a840e490f087b370a87e2c80f\reports\report_ListAccess1.json,
DroidBench,MultidimensionalArray1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ArraysAndLists\MultidimensionalArray1.apk,b8478e1c0221b954c28c5bc9ea314ed81c083c65ecc09f06ae9aedb3f7dff92c,completed,3.387,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b8478e1c0221b954c28c5bc9ea314ed81c083c65ecc09f06ae9aedb3f7dff92c\reports\report_MultidimensionalArray1.json,
DroidBench,AnonymousClass1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\AnonymousClass1.apk,15d0d0f8464c105f699e89a85d8be7f6eb36b8d77cd76434320b14115d94a47c,completed,4.713,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\15d0d0f8464c105f699e89a85d8be7f6eb36b8d77cd76434320b14115d94a47c\reports\report_AnonymousClass1.json,
DroidBench,Button1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Button1.apk,3165af7136e072fc9913d86bb6b028cd4c19f4124d192efc7f53f024470e30ce,completed,4.688,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3165af7136e072fc9913d86bb6b028cd4c19f4124d192efc7f53f024470e30ce\reports\report_Button1.json,
DroidBench,Button2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Button2.apk,38561ca725f4206fbf133446294c7368b286df9710cc9b8f36e29c45fbbc07f2,completed,4.751,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\38561ca725f4206fbf133446294c7368b286df9710cc9b8f36e29c45fbbc07f2\reports\report_Button2.json,
DroidBench,Button3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Button3.apk,6cf4a720856dffb027a905509f6896be910bb9030a28c31b0ee42084e9f6ba9a,completed,5.083,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6cf4a720856dffb027a905509f6896be910bb9030a28c31b0ee42084e9f6ba9a\reports\report_Button3.json,
DroidBench,Button4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Button4.apk,55618cbe77d5ebf9176f2736f17c0d729378a759165a30b114486873483e8ee2,completed,4.721,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\55618cbe77d5ebf9176f2736f17c0d729378a759165a30b114486873483e8ee2\reports\report_Button4.json,
DroidBench,Button5.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Button5.apk,0c5b890f74a2c7c7c8c8eee966cd56355d808d37f6b40850c57624fac350e0e3,completed,4.713,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\0c5b890f74a2c7c7c8c8eee966cd56355d808d37f6b40850c57624fac350e0e3\reports\report_Button5.json,
DroidBench,LocationLeak1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\LocationLeak1.apk,c54e996bce68a9a1e0105cffe20be2d7650fe9ff71f2abefe60ff79a3d987b49,completed,4.742,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c54e996bce68a9a1e0105cffe20be2d7650fe9ff71f2abefe60ff79a3d987b49\reports\report_LocationLeak1.json,
DroidBench,LocationLeak2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\LocationLeak2.apk,1541b300e05b3883a695d0c3a1b4db7ec1854c8c0714a748cd30624214f442d7,completed,4.744,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\1541b300e05b3883a695d0c3a1b4db7ec1854c8c0714a748cd30624214f442d7\reports\report_LocationLeak2.json,
DroidBench,LocationLeak3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\LocationLeak3.apk,531fdd1fe8e1e97c2a308596615c7abd2c9c2a4816538218afcedafef2ea26b4,completed,4.879,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\531fdd1fe8e1e97c2a308596615c7abd2c9c2a4816538218afcedafef2ea26b4\reports\report_LocationLeak3.json,
DroidBench,MethodOverride1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\MethodOverride1.apk,067affa25b5ec081d091a96a0fb642cc013973099c079f14a1a5caa625b3500a,completed,4.791,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\067affa25b5ec081d091a96a0fb642cc013973099c079f14a1a5caa625b3500a\reports\report_MethodOverride1.json,
DroidBench,MultiHandlers1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\MultiHandlers1.apk,e151df7546c0bbc6f6b6c0076d9c0e00b7ea26970d7332eb8f2131ad44ee8a25,completed,4.807,0,1,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e151df7546c0bbc6f6b6c0076d9c0e00b7ea26970d7332eb8f2131ad44ee8a25\reports\report_MultiHandlers1.json,
DroidBench,Ordering1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Ordering1.apk,ec57d1c3eabcae35eb0184bff45da4146aef3c79b630a7c6064a70c5a3ac1bfe,completed,4.929,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\ec57d1c3eabcae35eb0184bff45da4146aef3c79b630a7c6064a70c5a3ac1bfe\reports\report_Ordering1.json,
DroidBench,RegisterGlobal1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\RegisterGlobal1.apk,e34204a4adee224425c17eefef8a560457dde3ec674d84ee449b1fc3a5bf17fe,completed,4.816,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e34204a4adee224425c17eefef8a560457dde3ec674d84ee449b1fc3a5bf17fe\reports\report_RegisterGlobal1.json,
DroidBench,RegisterGlobal2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\RegisterGlobal2.apk,fc4ff3ab13bf2685a77948382be3a6606de86690cef5ad0df011266cb21764e0,completed,4.938,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\fc4ff3ab13bf2685a77948382be3a6606de86690cef5ad0df011266cb21764e0\reports\report_RegisterGlobal2.json,
DroidBench,Unregister1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Callbacks\Unregister1.apk,bc10420305a1b4c76b502ff0dec78cb535245c1aa2dbb1a2c17c72c7aa9056be,completed,4.850,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bc10420305a1b4c76b502ff0dec78cb535245c1aa2dbb1a2c17c72c7aa9056be\reports\report_Unregister1.json,
DroidBench,ContentProvider1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\EmulatorDetection\ContentProvider1.apk,21a375e183586a72876d2941b31cfe0e75557bb5beab346511734c2e2de681a3,completed,7.663,0,2,21,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\21a375e183586a72876d2941b31cfe0e75557bb5beab346511734c2e2de681a3\reports\report_ContentProvider1.json,
DroidBench,IMEI1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\EmulatorDetection\IMEI1.apk,08478bcc28cfe14c0d55913b88a5b0e792272094a2da9619b7b720041da76418,completed,7.376,0,2,21,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\08478bcc28cfe14c0d55913b88a5b0e792272094a2da9619b7b720041da76418\reports\report_IMEI1.json,
DroidBench,PlayStore1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\EmulatorDetection\PlayStore1.apk,b4bb396e7dd2b323548d620f4b668f5abf479d9f7784b5e566bd3eb71f8f0957,completed,7.573,0,2,21,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b4bb396e7dd2b323548d620f4b668f5abf479d9f7784b5e566bd3eb71f8f0957\reports\report_PlayStore1.json,
DroidBench,FieldSensitivity1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\FieldSensitivity1.apk,31dffe4dd26d0e52160b14d5d1fddd84ccc657b3dd6b518c649257289b80606a,completed,4.798,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\31dffe4dd26d0e52160b14d5d1fddd84ccc657b3dd6b518c649257289b80606a\reports\report_FieldSensitivity1.json,
DroidBench,FieldSensitivity2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\FieldSensitivity2.apk,a3259d4dd7ba5654eaae66e4765456e02cc6f80db923204c9a0ef045008ce654,completed,4.778,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\a3259d4dd7ba5654eaae66e4765456e02cc6f80db923204c9a0ef045008ce654\reports\report_FieldSensitivity2.json,
DroidBench,FieldSensitivity3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\FieldSensitivity3.apk,94df28fb62b203dc3650946a42dd21ca1705802f99f4c65df394f6951307e941,completed,4.901,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\94df28fb62b203dc3650946a42dd21ca1705802f99f4c65df394f6951307e941\reports\report_FieldSensitivity3.json,
DroidBench,FieldSensitivity4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\FieldSensitivity4.apk,95f57fe19eb8a0cc237dcbc7e3625570282cf466f223fb392a251a296d49c70f,completed,4.628,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\95f57fe19eb8a0cc237dcbc7e3625570282cf466f223fb392a251a296d49c70f\reports\report_FieldSensitivity4.json,
DroidBench,InheritedObjects1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\InheritedObjects1.apk,e73300479a03a55c789ec44f7cb71b839b1eb56db80d903d9905b652fc4f3dbf,completed,4.763,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e73300479a03a55c789ec44f7cb71b839b1eb56db80d903d9905b652fc4f3dbf\reports\report_InheritedObjects1.json,
DroidBench,ObjectSensitivity1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\ObjectSensitivity1.apk,47aac85cb646eee91ff27f3f6ecceb8efc154acfbda44bb8716241e7705a12eb,completed,4.684,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\47aac85cb646eee91ff27f3f6ecceb8efc154acfbda44bb8716241e7705a12eb\reports\report_ObjectSensitivity1.json,
DroidBench,ObjectSensitivity2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\FieldAndObjectSensitivity\ObjectSensitivity2.apk,bcec94a3a3a845421342f9622cb1f0fc20d34574805dc48623241fdb10d3627c,completed,4.717,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bcec94a3a3a845421342f9622cb1f0fc20d34574805dc48623241fdb10d3627c\reports\report_ObjectSensitivity2.json,
DroidBench,Clone1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Clone1.apk,32596a90e0e3e02030824ed0505a2895807f43aa3515836af75562bcc5256ec0,completed,3.519,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\32596a90e0e3e02030824ed0505a2895807f43aa3515836af75562bcc5256ec0\reports\report_Clone1.json,
DroidBench,Exceptions1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Exceptions1.apk,d77e440efad377df4a107ea14727f43da9261186cc2a4c05317d021c7da0de02,completed,4.924,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d77e440efad377df4a107ea14727f43da9261186cc2a4c05317d021c7da0de02\reports\report_Exceptions1.json,
DroidBench,Exceptions2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Exceptions2.apk,c622e8477de1dd689ec2e46088afda701d6b6e9c54503a246aae6031addd672e,completed,5.009,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c622e8477de1dd689ec2e46088afda701d6b6e9c54503a246aae6031addd672e\reports\report_Exceptions2.json,
DroidBench,Exceptions3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Exceptions3.apk,bfbacc871e5ff8c88dfa2da941c31acc0a7902381564eea65f39891edf6d4fec,completed,4.931,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bfbacc871e5ff8c88dfa2da941c31acc0a7902381564eea65f39891edf6d4fec\reports\report_Exceptions3.json,
DroidBench,Exceptions4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Exceptions4.apk,03b9b0964ea5603de62e57c2db98d773885179df9d58ac49be4803f62f5396d8,completed,5.172,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\03b9b0964ea5603de62e57c2db98d773885179df9d58ac49be4803f62f5396d8\reports\report_Exceptions4.json,
DroidBench,FactoryMethods1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\FactoryMethods1.apk,76a636a3d053952bff751a632ba3b09ce1acedbc844f1a0e0a25faa8ef24aa31,completed,4.970,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\76a636a3d053952bff751a632ba3b09ce1acedbc844f1a0e0a25faa8ef24aa31\reports\report_FactoryMethods1.json,
DroidBench,Loop1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Loop1.apk,c80c0bac0f11197706a70faa215ef6f42b60fd44172c08b270739df452cb5d8a,completed,4.715,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c80c0bac0f11197706a70faa215ef6f42b60fd44172c08b270739df452cb5d8a\reports\report_Loop1.json,
DroidBench,Loop2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Loop2.apk,9744c46b875e03cd5b76a087aa53f44ba040c5934c1a42845a21f31e7b3fa078,completed,4.719,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9744c46b875e03cd5b76a087aa53f44ba040c5934c1a42845a21f31e7b3fa078\reports\report_Loop2.json,
DroidBench,Serialization1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\Serialization1.apk,37e00b6fa38b8095a94814662ce401ba04e9d7894cb09c0be0de2c26d51bd05c,completed,3.427,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\37e00b6fa38b8095a94814662ce401ba04e9d7894cb09c0be0de2c26d51bd05c\reports\report_Serialization1.json,
DroidBench,SourceCodeSpecific1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\SourceCodeSpecific1.apk,b248ad2cde9f8c91454ed27b045ded87d888ba0bb1aef356fb63b4d36111bf0d,completed,4.989,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b248ad2cde9f8c91454ed27b045ded87d888ba0bb1aef356fb63b4d36111bf0d\reports\report_SourceCodeSpecific1.json,
DroidBench,StartProcessWithSecret1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StartProcessWithSecret1.apk,2136694d1e243d7952042cd1f9a5d515188c27ce08f0f41e8ad28843a72d66b7,completed,3.445,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\2136694d1e243d7952042cd1f9a5d515188c27ce08f0f41e8ad28843a72d66b7\reports\report_StartProcessWithSecret1.json,
DroidBench,StaticInitialization1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StaticInitialization1.apk,2b4363a9412333a57b737140254b4e746a583aa873190e9d8c8032a78ce5a0d6,completed,4.755,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\2b4363a9412333a57b737140254b4e746a583aa873190e9d8c8032a78ce5a0d6\reports\report_StaticInitialization1.json,
DroidBench,StaticInitialization2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StaticInitialization2.apk,01783231079d900a12c065e434a38ac8519a88b580566d4e9b42bb33430e92e3,completed,4.750,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\01783231079d900a12c065e434a38ac8519a88b580566d4e9b42bb33430e92e3\reports\report_StaticInitialization2.json,
DroidBench,StaticInitialization3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StaticInitialization3.apk,bf04fed2e32696201609a33ecd6aa030a78758c979163dd73568a14ae3cba319,completed,3.446,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bf04fed2e32696201609a33ecd6aa030a78758c979163dd73568a14ae3cba319\reports\report_StaticInitialization3.json,
DroidBench,StringFormatter1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StringFormatter1.apk,d6ad89e8fbef3d44131e8f7337cc193cdabd2d9730ada36b54269cf61c4be397,completed,3.422,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d6ad89e8fbef3d44131e8f7337cc193cdabd2d9730ada36b54269cf61c4be397\reports\report_StringFormatter1.json,
DroidBench,StringPatternMatching1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StringPatternMatching1.apk,beca747c94903134718d8f156494a06a130d9759e8b1f4cc593b8dd150a38075,completed,3.607,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\beca747c94903134718d8f156494a06a130d9759e8b1f4cc593b8dd150a38075\reports\report_StringPatternMatching1.json,
DroidBench,StringToCharArray1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StringToCharArray1.apk,af151ed9b28169a03010d095b66ee4aa6f504b61ecbc0caf0ef133d5acb06ead,completed,3.488,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\af151ed9b28169a03010d095b66ee4aa6f504b61ecbc0caf0ef133d5acb06ead\reports\report_StringToCharArray1.json,
DroidBench,StringToOutputStream1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\StringToOutputStream1.apk,94fe62869761e5e8616858c5033a0f2d714d03848ae1570b4e66e405fee881d1,completed,3.543,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\94fe62869761e5e8616858c5033a0f2d714d03848ae1570b4e66e405fee881d1\reports\report_StringToOutputStream1.json,
DroidBench,UnreachableCode.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\UnreachableCode.apk,4dcc2acb9dda9d83020eb4d0d5f6d1484d652a9712791a06be8c8884d6459923,completed,4.904,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4dcc2acb9dda9d83020eb4d0d5f6d1484d652a9712791a06be8c8884d6459923\reports\report_UnreachableCode.json,
DroidBench,VirtualDispatch1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\VirtualDispatch1.apk,931869a4027306e41b627324ede694f77a882e14075525cd703769b1ae8f1b02,completed,4.693,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\931869a4027306e41b627324ede694f77a882e14075525cd703769b1ae8f1b02\reports\report_VirtualDispatch1.json,
DroidBench,VirtualDispatch2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\VirtualDispatch2.apk,e3badffc3982b93a8fa65b1ef908d91b713fa10066bb0ba8578fb258ec62c97c,completed,3.555,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e3badffc3982b93a8fa65b1ef908d91b713fa10066bb0ba8578fb258ec62c97c\reports\report_VirtualDispatch2.json,
DroidBench,VirtualDispatch3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\VirtualDispatch3.apk,8334b217c51bfc574d4abee02170b74249b8516f2c790088c416187788e93983,completed,7.672,0,2,22,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8334b217c51bfc574d4abee02170b74249b8516f2c790088c416187788e93983\reports\report_VirtualDispatch3.json,
DroidBench,VirtualDispatch4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\GeneralJava\VirtualDispatch4.apk,5bd4279731dd36c24bdd885c2e95eb9e81915f836d2686789afc94d81b5162c2,completed,7.543,0,2,22,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\5bd4279731dd36c24bdd885c2e95eb9e81915f836d2686789afc94d81b5162c2\reports\report_VirtualDispatch4.json,
DroidBench,ImplicitFlow1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ImplicitFlows\ImplicitFlow1.apk,f8065adb50dddc4bb59382dc9450700e3b4d36a65c7bc1b4dc725065383d9f30,completed,4.839,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\f8065adb50dddc4bb59382dc9450700e3b4d36a65c7bc1b4dc725065383d9f30\reports\report_ImplicitFlow1.json,
DroidBench,ImplicitFlow2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ImplicitFlows\ImplicitFlow2.apk,4c4773cc9a5a4ccc5a6f815bca3735adcf2e385708c2883120cae85b76041a6b,completed,4.673,0,2,6,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4c4773cc9a5a4ccc5a6f815bca3735adcf2e385708c2883120cae85b76041a6b\reports\report_ImplicitFlow2.json,
DroidBench,ImplicitFlow3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ImplicitFlows\ImplicitFlow3.apk,9712025b163ce768306601411965997fc0830a4b67ffdf1df1ac422d63a013a2,completed,4.763,0,2,6,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9712025b163ce768306601411965997fc0830a4b67ffdf1df1ac422d63a013a2\reports\report_ImplicitFlow3.json,
DroidBench,ImplicitFlow4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\ImplicitFlows\ImplicitFlow4.apk,5f21ff8b97d1418cb3e4a09049d8ede86a069c8397cbc34f44433eefa2748598,completed,4.840,0,2,6,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\5f21ff8b97d1418cb3e4a09049d8ede86a069c8397cbc34f44433eefa2748598\reports\report_ImplicitFlow4.json,
