dataset,apk,file_path,sha256,status,runtime_seconds,hardcoded_secrets_detected,network_issues_detected,cryptographic_issues_detected,report_path,error
DroidBench,Echoer.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterAppCommunication\Echoer.apk,bdb8d9b3128ed0352348797a7d5ecc5ce957a61088e92e5419c56c5834153f13,completed,5.282,0,1,12,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bdb8d9b3128ed0352348797a7d5ecc5ce957a61088e92e5419c56c5834153f13\reports\report_Echoer.json,
DroidBench,SendSMS.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterAppCommunication\SendSMS.apk,fef09d93c361afdde5594bf1324f182a8e896d2a81b9d1c71014b15f9b82b216,completed,7.305,0,1,10,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\fef09d93c361afdde5594bf1324f182a8e896d2a81b9d1c71014b15f9b82b216\reports\report_SendSMS.json,
DroidBench,StartActivityForResult1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterAppCommunication\StartActivityForResult1.apk,641f4103352cdd393477484ab838c7875e02cfcbfd1dda7f675376bd5a3c2a91,completed,8.515,0,1,11,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\641f4103352cdd393477484ab838c7875e02cfcbfd1dda7f675376bd5a3c2a91\reports\report_StartActivityForResult1.json,
DroidBench,ActivityCommunication1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication1.apk,1f0a41a26ccabc9530567b5fa7ad6f1c1f364120e1b0e7220f750fd970af79f4,completed,7.778,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\1f0a41a26ccabc9530567b5fa7ad6f1c1f364120e1b0e7220f750fd970af79f4\reports\report_ActivityCommunication1.json,
DroidBench,ActivityCommunication2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication2.apk,03e04efb2e13ca2a7f16e74a9a637ad5c6ae1b1126bafd4c4bb2d8a0a6d2c977,completed,9.044,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\03e04efb2e13ca2a7f16e74a9a637ad5c6ae1b1126bafd4c4bb2d8a0a6d2c977\reports\report_ActivityCommunication2.json,
DroidBench,ActivityCommunication3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication3.apk,666bcef762823a0633134d423be9ce663fefe7a7c7ebd619b8b76296147bf74c,completed,9.113,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\666bcef762823a0633134d423be9ce663fefe7a7c7ebd619b8b76296147bf74c\reports\report_ActivityCommunication3.json,
DroidBench,ActivityCommunication4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication4.apk,353e7048c53ae1fa9f53b7f4d4094ec97ce926381cb9fa42ed141c8b1daead2b,completed,8.881,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\353e7048c53ae1fa9f53b7f4d4094ec97ce926381cb9fa42ed141c8b1daead2b\reports\report_ActivityCommunication4.json,
DroidBench,ActivityCommunication5.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication5.apk,8a9683d94586ba0b63a55182a36c01c9ff34dc731727552c655487df259ac1e0,completed,9.043,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8a9683d94586ba0b63a55182a36c01c9ff34dc731727552c655487df259ac1e0\reports\report_ActivityCommunication5.json,
DroidBench,ActivityCommunication6.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication6.apk,5d0d7c76361525b8f3d63f59ca9c313a28402872fc02db8153d6f370f95f8ce5,completed,8.922,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\5d0d7c76361525b8f3d63f59ca9c313a28402872fc02db8153d6f370f95f8ce5\reports\report_ActivityCommunication6.json,
DroidBench,ActivityCommunication7.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication7.apk,4f8751cc7b1f61805e7ce0b67e7b6a83de5af88a79abba83bb5c344ff49f2342,completed,8.831,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4f8751cc7b1f61805e7ce0b67e7b6a83de5af88a79abba83bb5c344ff49f2342\reports\report_ActivityCommunication7.json,
DroidBench,ActivityCommunication8.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ActivityCommunication8.apk,05f2664153087bddddaca42ac4ed55e69bcb104b082b28c3416c3c351d60acb0,completed,8.689,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\05f2664153087bddddaca42ac4ed55e69bcb104b082b28c3416c3c351d60acb0\reports\report_ActivityCommunication8.json,
DroidBench,BroadcastTaintAndLeak1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\BroadcastTaintAndLeak1.apk,d9a90263843b4ad82b36b9e44211301250484d61a6bc8d3673759207d703b8b3,completed,5.352,0,1,3,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d9a90263843b4ad82b36b9e44211301250484d61a6bc8d3673759207d703b8b3\reports\report_BroadcastTaintAndLeak1.json,
DroidBench,ComponentNotInManifest1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ComponentNotInManifest1.apk,df22a6192bb8883db13f40c4fe42e68cd1b947e6210875155ceedba63d2be34c,completed,9.065,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\df22a6192bb8883db13f40c4fe42e68cd1b947e6210875155ceedba63d2be34c\reports\report_ComponentNotInManifest1.json,
DroidBench,EventOrdering1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\EventOrdering1.apk,70e565d4f99c7b2ede705480ec394c562114b0a6905a294adff49a1bbd9e8f4b,completed,8.763,0,2,20,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\70e565d4f99c7b2ede705480ec394c562114b0a6905a294adff49a1bbd9e8f4b\reports\report_EventOrdering1.json,
DroidBench,IntentSink1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\IntentSink1.apk,e5ebf2d5c4ca0b85d63091eab9acd51b57048a3fd254e0c5519ca4f33cd83703,completed,7.731,0,1,3,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e5ebf2d5c4ca0b85d63091eab9acd51b57048a3fd254e0c5519ca4f33cd83703\reports\report_IntentSink1.json,
DroidBench,IntentSink2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\IntentSink2.apk,8f2d9616fe10f7a0155df2cc500f1ba79fa33373b764157a3ae4683605389541,completed,7.816,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8f2d9616fe10f7a0155df2cc500f1ba79fa33373b764157a3ae4683605389541\reports\report_IntentSink2.json,
DroidBench,IntentSource1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\IntentSource1.apk,7c82df959493443dfe828331aef807b56f46170f17c99798441111ddb3d3a32a,completed,8.793,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\7c82df959493443dfe828331aef807b56f46170f17c99798441111ddb3d3a32a\reports\report_IntentSource1.json,
DroidBench,ServiceCommunication1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\ServiceCommunication1.apk,593ab62f6139aa49e9920563096ef4841ab8317bf4ef6ed521b94cc74e947ec9,completed,5.354,0,2,5,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\593ab62f6139aa49e9920563096ef4841ab8317bf4ef6ed521b94cc74e947ec9\reports\report_ServiceCommunication1.json,
DroidBench,SharedPreferences1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\SharedPreferences1.apk,c11b1a45603b16854c90a99b074b9a5728ef733ac63ddf3dca6b5fc4f64820c1,completed,5.425,0,2,8,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c11b1a45603b16854c90a99b074b9a5728ef733ac63ddf3dca6b5fc4f64820c1\reports\report_SharedPreferences1.json,
DroidBench,Singletons1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\Singletons1.apk,797fdba02afa73d1dea56f0bdd85f2dfa0d4cd1f6646503732c916ba804c318c,completed,5.684,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\797fdba02afa73d1dea56f0bdd85f2dfa0d4cd1f6646503732c916ba804c318c\reports\report_Singletons1.json,
DroidBench,UnresolvableIntent1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\InterComponentCommunication\UnresolvableIntent1.apk,827a3d81a5e7f31f6e4ece3ce6bcab4d28e1c148941ed05f1f56ba0095982236,completed,8.995,0,2,18,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\827a3d81a5e7f31f6e4ece3ce6bcab4d28e1c148941ed05f1f56ba0095982236\reports\report_UnresolvableIntent1.json,
DroidBench,ActivityLifecycle1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ActivityLifecycle1.apk,0fda3910a95c08297ea31c3fd370451fe997e430fe67171fdfb9de62d9b789c8,completed,7.620,0,3,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\0fda3910a95c08297ea31c3fd370451fe997e430fe67171fdfb9de62d9b789c8\reports\report_ActivityLifecycle1.json,
DroidBench,ActivityLifecycle2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ActivityLifecycle2.apk,c3f57d78eb3973c1a320113b672d6a56512dd7636248611a6a3af0df914af3f1,completed,7.965,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c3f57d78eb3973c1a320113b672d6a56512dd7636248611a6a3af0df914af3f1\reports\report_ActivityLifecycle2.json,
DroidBench,ActivityLifecycle3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ActivityLifecycle3.apk,4b19b169012196405e8d743ec312e421572df20e5a53d4dc299259b73833ff68,completed,7.956,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4b19b169012196405e8d743ec312e421572df20e5a53d4dc299259b73833ff68\reports\report_ActivityLifecycle3.json,
DroidBench,ActivityLifecycle4.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ActivityLifecycle4.apk,9787c17025138f99f0c393031904428e8da2a3a860f7806d8bd5bce5999e18cb,completed,8.164,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9787c17025138f99f0c393031904428e8da2a3a860f7806d8bd5bce5999e18cb\reports\report_ActivityLifecycle4.json,
DroidBench,ActivitySavedState1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ActivitySavedState1.apk,3859f2bc0f44813ab579be20fe1d5972e0f7c15fa5c9a16a7fb1d177e3c7aa0f,completed,5.288,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3859f2bc0f44813ab579be20fe1d5972e0f7c15fa5c9a16a7fb1d177e3c7aa0f\reports\report_ActivitySavedState1.json,
DroidBench,ApplicationLifecycle1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ApplicationLifecycle1.apk,d29cc58986f22c0e3c576346b09e5e91ec829e3147443a5cef995cb94712dd1a,completed,7.965,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d29cc58986f22c0e3c576346b09e5e91ec829e3147443a5cef995cb94712dd1a\reports\report_ApplicationLifecycle1.json,
DroidBench,ApplicationLifecycle2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ApplicationLifecycle2.apk,3d3c523d39cbb8c429a85e1d9335f56063b0d7d1b9d6bd6c56dee192470e30ab,completed,7.711,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3d3c523d39cbb8c429a85e1d9335f56063b0d7d1b9d6bd6c56dee192470e30ab\reports\report_ApplicationLifecycle2.json,
DroidBench,ApplicationLifecycle3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ApplicationLifecycle3.apk,74280937a18d2a357a8d15787b932cdfda0ce9a27b9c56f8ea136314da894037,completed,8.134,0,2,6,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\74280937a18d2a357a8d15787b932cdfda0ce9a27b9c56f8ea136314da894037\reports\report_ApplicationLifecycle3.json,
DroidBench,AsynchronousEventOrdering1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\AsynchronousEventOrdering1.apk,90403d932856d10e8e0b5cd97413d8b966e24abd2fc60fb86202e0c483b6d290,completed,5.296,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\90403d932856d10e8e0b5cd97413d8b966e24abd2fc60fb86202e0c483b6d290\reports\report_AsynchronousEventOrdering1.json,
DroidBench,BroadcastReceiverLifecycle1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\BroadcastReceiverLifecycle1.apk,4a399b81e32a2510dbdb7e480defcbf6b8cbb658b924efeda5a26302a02ab899,completed,8.065,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4a399b81e32a2510dbdb7e480defcbf6b8cbb658b924efeda5a26302a02ab899\reports\report_BroadcastReceiverLifecycle1.json,
DroidBench,BroadcastReceiverLifecycle2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\BroadcastReceiverLifecycle2.apk,96d8cca5f17a10d1b432a5ab1e290e6303ed31d23b965b790268a0b8c1e98ea1,completed,8.984,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\96d8cca5f17a10d1b432a5ab1e290e6303ed31d23b965b790268a0b8c1e98ea1\reports\report_BroadcastReceiverLifecycle2.json,
DroidBench,FragmentLifecycle1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\FragmentLifecycle1.apk,0f9454aef9b314307713663ce361089e62ec888fd4cf0ed4f8d261146602310c,completed,8.445,0,2,10,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\0f9454aef9b314307713663ce361089e62ec888fd4cf0ed4f8d261146602310c\reports\report_FragmentLifecycle1.json,
DroidBench,FragmentLifecycle2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\FragmentLifecycle2.apk,7cad8b1a8ef2e835fe245b0cd9118a984a25aa339c204e4e4f3bf108b1b131cd,completed,7.614,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\7cad8b1a8ef2e835fe245b0cd9118a984a25aa339c204e4e4f3bf108b1b131cd\reports\report_FragmentLifecycle2.json,
DroidBench,ServiceLifecycle1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ServiceLifecycle1.apk,caa124375dc91c46568b8cab8ffa64fc9fa20411c5cb278c033cccc97eff5f50,completed,8.018,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\caa124375dc91c46568b8cab8ffa64fc9fa20411c5cb278c033cccc97eff5f50\reports\report_ServiceLifecycle1.json,
DroidBench,ServiceLifecycle2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\ServiceLifecycle2.apk,4587bf36ef2e1f1b48a82fea0154af8c811dbf17753169e1840193c32f9735c3,completed,5.339,0,2,4,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\4587bf36ef2e1f1b48a82fea0154af8c811dbf17753169e1840193c32f9735c3\reports\report_ServiceLifecycle2.json,
DroidBench,SharedPreferenceChanged1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Lifecycle\SharedPreferenceChanged1.apk,00030955c0d359b3503fc348a7d76d242ba3ffa52ba151578bf9bff9b5b0647c,completed,5.462,0,2,10,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\00030955c0d359b3503fc348a7d76d242ba3ffa52ba151578bf9bff9b5b0647c\reports\report_SharedPreferenceChanged1.json,
DroidBench,Reflection1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Reflection\Reflection1.apk,40a67d4aaf9610a055bfee659b434464f06510a456e01ee3b25cacce3de521db,completed,8.185,0,2,8,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\40a67d4aaf9610a055bfee659b434464f06510a456e01ee3b25cacce3de521db\reports\report_Reflection1.json,
DroidBench,Reflection2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Reflection\Reflection2.apk,948d8b70d0ebc47f10c2336dce274ab3e2a86a133d03cbadd3d1620ac558b6fa,completed,8.057,0,2,8,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\948d8b70d0ebc47f10c2336dce274ab3e2a86a133d03cbadd3d1620ac558b6fa\reports\report_Reflection2.json,
DroidBench,Reflection3.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Reflection\Reflection3.apk,9d75b3cecc84c446e9d91008fbcaebde79cede7f4f2c0e442e977c575d665766,completed,8.334,0,2,11,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9d75b3cecc84c446e9d91008fbcaebde79cede7f4f2c0e442e977c575d665766\reports\report_Reflection3.json,
DroidBench,AsyncTask1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Threading\AsyncTask1.apk,88cab75bd578d610cf5931082b9592405fad8459241a441a60b814a83590e53e,completed,9.149,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\88cab75bd578d610cf5931082b9592405fad8459241a441a60b814a83590e53e\reports\report_AsyncTask1.json,
DroidBench,Executor1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Threading\Executor1.apk,09a2a15c5c0e35c6a9095d1dd832c50745dc7eaf26b18bf85db5c3fd66cf8552,completed,8.917,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\09a2a15c5c0e35c6a9095d1dd832c50745dc7eaf26b18bf85db5c3fd66cf8552\reports\report_Executor1.json,
DroidBench,JavaThread1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Threading\JavaThread1.apk,bdb80ebc2304dc6f3ce1587795fc70ed02db1be0f1b3a72f66920c5a5c1240b1,completed,8.823,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\bdb80ebc2304dc6f3ce1587795fc70ed02db1be0f1b3a72f66920c5a5c1240b1\reports\report_JavaThread1.json,
DroidBench,JavaThread2.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Threading\JavaThread2.apk,78e514c99e478e32aa2837ba3a07387eee0686810687a1c731a913c71b1fda8f,completed,8.868,0,2,17,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\78e514c99e478e32aa2837ba3a07387eee0686810687a1c731a913c71b1fda8f\reports\report_JavaThread2.json,
DroidBench,Looper1.apk,C:\Users\HP\Desktop\phd\DroidBench apks\apk\Threading\Looper1.apk,04d53bfc37f3265fbaf4d5226078807da21bc9f311cf0bbe4eb7a40b2fb320bf,completed,12.519,0,2,22,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\04d53bfc37f3265fbaf4d5226078807da21bc9f311cf0bbe4eb7a40b2fb320bf\reports\report_Looper1.json,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-ECB-InformationExposure-Lean\Benign-V2\BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,d6b4b4ac2b284255b09689a7b02ab754b3b7e083e880b6b9d9286392b1eee8fd,completed,12.899,0,2,47,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d6b4b4ac2b284255b09689a7b02ab754b3b7e083e880b6b9d9286392b1eee8fd\reports\report_BlockCipher-ECB-InformationExposure-Lean-benign-v2.json,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-ECB-InformationExposure-Lean\Benign\BlockCipher-ECB-InformationExposure-Lean-benign.apk,6b5631ecb256b661289f367c9a595e89b71f2b76a856138e05f62c405434d10a,completed,12.902,0,2,46,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6b5631ecb256b661289f367c9a595e89b71f2b76a856138e05f62c405434d10a\reports\report_BlockCipher-ECB-InformationExposure-Lean-benign.json,
Ghera,BlockCipher-ECB-InformationExposure-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-ECB-InformationExposure-Lean\Malicious\BlockCipher-ECB-InformationExposure-Lean-malicious.apk,9ae14da817623c2964333a80dbd3c531724b1e7a8c0abb7ec92cc90a0489c4da,completed,12.968,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9ae14da817623c2964333a80dbd3c531724b1e7a8c0abb7ec92cc90a0489c4da\reports\report_BlockCipher-ECB-InformationExposure-Lean-malicious.json,
Ghera,BlockCipher-ECB-InformationExposure-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-ECB-InformationExposure-Lean\Secure\BlockCipher-ECB-InformationExposure-Lean-secure.apk,34b15639475e304027b4e46d538b039b090217ba1386a0300e49593abeeecd51,completed,13.107,0,2,44,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\34b15639475e304027b4e46d538b039b090217ba1386a0300e49593abeeecd51\reports\report_BlockCipher-ECB-InformationExposure-Lean-secure.json,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-NonRandomIV-InformationExposure-Lean\Benign\BlockCipher-NonRandomIV-InformationExposure-Lean-benign.apk,b60d056c35309dd0b81fbbcb4940b2adce23c3d2add6c87fc910170b80bb8e9b,completed,12.921,0,2,49,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b60d056c35309dd0b81fbbcb4940b2adce23c3d2add6c87fc910170b80bb8e9b\reports\report_BlockCipher-NonRandomIV-InformationExposure-Lean-benign.json,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-NonRandomIV-InformationExposure-Lean\Malicious\BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.apk,5ef1386194f287f52ecdded13e034bf3f53f32a0c124d55f9e8197b37261ecc3,completed,13.063,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\5ef1386194f287f52ecdded13e034bf3f53f32a0c124d55f9e8197b37261ecc3\reports\report_BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.json,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\BlockCipher-NonRandomIV-InformationExposure-Lean\Secure\BlockCipher-NonRandomIV-InformationExposure-Lean-secure.apk,d46b5c6e9f44d5b5fb02c51bfab542de110eef19fcdb076a77e951f57dc42e48,completed,12.857,0,2,45,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d46b5c6e9f44d5b5fb02c51bfab542de110eef19fcdb076a77e951f57dc42e48\reports\report_BlockCipher-NonRandomIV-InformationExposure-Lean-secure.json,
Ghera,ConstantKey-ForgeryAttack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ConstantKey-ForgeryAttack-Lean\Benign\ConstantKey-ForgeryAttack-Lean-benign.apk,6ca0d0150448b93350f3ed9a07fecbba968a74eeb792f877c09c846dd0efe30d,completed,13.120,0,2,43,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6ca0d0150448b93350f3ed9a07fecbba968a74eeb792f877c09c846dd0efe30d\reports\report_ConstantKey-ForgeryAttack-Lean-benign.json,
Ghera,app-debug.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ConstantKey-ForgeryAttack-Lean\Malicious\app\app-debug.apk,095e3f26f1db6d8bc3d9d21c812fc3acb79b76bf65922006172fb70b1be84f0a,completed,17.419,0,2,81,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\095e3f26f1db6d8bc3d9d21c812fc3acb79b76bf65922006172fb70b1be84f0a\reports\report_app-debug.json,
Ghera,ConstantKey-ForgeryAttack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ConstantKey-ForgeryAttack-Lean\Malicious\ConstantKey-ForgeryAttack-Lean-malicious.apk,1740eb55b2ed5b4d0a7b12c551ae7c6cd9a90fb82fdd7a934b8591eec16298bc,completed,13.257,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\1740eb55b2ed5b4d0a7b12c551ae7c6cd9a90fb82fdd7a934b8591eec16298bc\reports\report_ConstantKey-ForgeryAttack-Lean-malicious.json,
Ghera,ConstantKey-ForgeryAttack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ConstantKey-ForgeryAttack-Lean\Secure\ConstantKey-ForgeryAttack-Lean-secure.apk,d1dbfab11249072c3c787015b8015e17b62400be7504204dea9cb94796fd165b,completed,12.917,0,2,43,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d1dbfab11249072c3c787015b8015e17b62400be7504204dea9cb94796fd165b\reports\report_ConstantKey-ForgeryAttack-Lean-secure.json,
